Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
463;1976;Chemistry;The Nobel Prize in Chemistry 1976;01.01.2026;249;Individual;William N. Lipscomb;09.12.1919;Cleveland, OH;United States of America;Male;Harvard University;Cambridge, MA;United States of America;14.04.2011;Cambridge, MA;United States of America;ИСТИНА;1970;ЛОЖЬ;57.0;Adult
464;1976;Economics;The Sveriges Riksbank Prize in Economic Sciences 1976;01.01.2026;688;Individual;Milton Friedman;31.07.1912;Brooklyn, NY;United States of America;Male;University of Chicago;Chicago, IL;United States of America;16.11.2006;San Francisco, CA;United States of America;ИСТИНА;1970;ЛОЖЬ;64.0;Adult
465;1976;Literature;The Nobel Prize in Literature 1976;01.01.2026;652;Individual;Saul Bellow;10.06.1915;Montreal;Canada;Male;;;;05.04.2005;Brookline, MA;United States of America;ЛОЖЬ;1970;ЛОЖЬ;61.0;Adult
466;1976;Medicine;The Nobel Prize in Physiology or Medicine 1976;01.02.2026;409;Individual;Baruch S. Blumberg;28.07.1925;New York, NY;United States of America;Male;The Institute for Cancer Research;Philadelphia, PA;United States of America;05.04.2011;Moffett Field, CA;United States of America;ИСТИНА;1970;ЛОЖЬ;51.0;Adult
467;1976;Medicine;The Nobel Prize in Physiology or Medicine 1976;01.02.2026;410;Individual;D. Carleton Gajdusek;09.09.1923;Yonkers, NY;United States of America;Male;National Institutes of Health;Bethesda, MD;United States of America;12.12.2008;Troms?;Norway;ИСТИНА;1970;ЛОЖЬ;53.0;Adult
468;1976;Peace;The Nobel Peace Prize 1976;01.02.2026;535;Individual;Betty Williams;22.05.1943;Belfast;Northern Ireland;Female;;;;;;;ЛОЖЬ;1970;ИСТИНА;33.0;Adult
469;1976;Peace;The Nobel Peace Prize 1976;01.02.2026;536;Individual;Mairead Corrigan;27.01.1944;Belfast;Northern Ireland;Female;;;;;;;ЛОЖЬ;1970;ИСТИНА;32.0;Adult
470;1976;Physics;The Nobel Prize in Physics 1976;01.02.2026;105;Individual;Burton Richter;22.03.1931;Brooklyn, NY;United States of America;Male;Stanford Linear Accelerator Center;Stanford, CA;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;45.0;Adult
471;1976;Physics;The Nobel Prize in Physics 1976;01.02.2026;106;Individual;Samuel Chao Chung Ting;27.01.1936;Ann Arbor, MI;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;40.0;Adult
472;1977;Chemistry;The Nobel Prize in Chemistry 1977;01.01.2026;250;Individual;Ilya Prigogine;25.01.1917;Moscow;Russia;Male;Universit? Libre de Bruxelles;Brussels;Belgium;28.05.2003;Brussels;Belgium;ЛОЖЬ;1970;ЛОЖЬ;60.0;Adult
473;1977;Economics;The Sveriges Riksbank Prize in Economic Sciences 1977;01.02.2026;689;Individual;Bertil Ohlin;1899-04-23;Klippan;Sweden;Male;Stockholm School of Economics;Stockholm;Sweden;03.08.1979;V?l?dalen;Sweden;ЛОЖЬ;1970;ЛОЖЬ;78.0;Senior
474;1977;Economics;The Sveriges Riksbank Prize in Economic Sciences 1977;01.02.2026;690;Individual;James E. Meade;23.06.1907;Swanage;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;22.12.1995;Cambridge;United Kingdom;ЛОЖЬ;1970;ЛОЖЬ;70.0;Senior
475;1977;Literature;The Nobel Prize in Literature 1977;01.01.2026;653;Individual;Vicente Aleixandre;1898-04-26;Sevilla;Spain;Male;;;;14.12.1984;Madrid;Spain;ЛОЖЬ;1970;ЛОЖЬ;79.0;Senior
476;1977;Medicine;The Nobel Prize in Physiology or Medicine 1977;01.04.2026;411;Individual;Roger Guillemin;11.01.1924;Dijon;France;Male;The Salk Institute;San Diego, CA;United States of America;;;;ЛОЖЬ;1970;ЛОЖЬ;53.0;Adult
477;1977;Medicine;The Nobel Prize in Physiology or Medicine 1977;01.04.2026;412;Individual;Andrew V. Schally;30.11.1926;Wilno (Vilnius);Poland (Lithuania);Male;Veterans Administration Hospital;New Orleans, LA;United States of America;;;;ЛОЖЬ;1970;ЛОЖЬ;51.0;Adult
478;1977;Medicine;The Nobel Prize in Physiology or Medicine 1977;01.02.2026;413;Individual;Rosalyn Yalow;19.07.1921;New York, NY;United States of America;Female;Veterans Administration Hospital;Bronx, NY;United States of America;30.05.2011;New York, NY;United States of America;ИСТИНА;1970;ИСТИНА;56.0;Adult
479;1977;Peace;The Nobel Peace Prize 1977;01.01.2026;537;Organization;Amnesty International;;;;;;;;;;;ЛОЖЬ;1970;ЛОЖЬ;;Senior
480;1977;Physics;The Nobel Prize in Physics 1977;01.03.2026;107;Individual;Philip Warren Anderson;13.12.1923;Indianapolis, IN;United States of America;Male;Bell Telephone Laboratories;Murray Hill, NJ;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;54.0;Adult
481;1977;Physics;The Nobel Prize in Physics 1977;01.03.2026;108;Individual;Sir Nevill Francis Mott;30.09.1905;Leeds;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;08.08.1996;Milton Keynes;United Kingdom;ЛОЖЬ;1970;ЛОЖЬ;72.0;Senior
482;1977;Physics;The Nobel Prize in Physics 1977;01.03.2026;109;Individual;John Hasbrouck van Vleck;1899-03-13;Middletown, CT;United States of America;Male;Harvard University;Cambridge, MA;United States of America;27.10.1980;Cambridge, MA;United States of America;ИСТИНА;1970;ЛОЖЬ;78.0;Senior
483;1978;Chemistry;The Nobel Prize in Chemistry 1978;01.01.2026;251;Individual;Peter D. Mitchell;29.09.1920;Mitcham;United Kingdom;Male;Glynn Research Laboratories;Bodmin;United Kingdom;10.04.1992;Bodmin;United Kingdom;ЛОЖЬ;1970;ЛОЖЬ;58.0;Adult
484;1978;Economics;The Sveriges Riksbank Prize in Economic Sciences 1978;01.01.2026;691;Individual;Herbert A. Simon;15.06.1916;Milwaukee, WI;United States of America;Male;Carnegie Mellon University;Pittsburgh, PA;United States of America;09.02.2001;Pittsburgh, PA;United States of America;ИСТИНА;1970;ЛОЖЬ;62.0;Adult
485;1978;Literature;The Nobel Prize in Literature 1978;01.01.2026;654;Individual;Isaac Bashevis Singer;14.07.1904;Leoncin;Russian Empire (Poland);Male;;;;24.07.1991;Surfside, FL;United States of America;ЛОЖЬ;1970;ЛОЖЬ;74.0;Senior
486;1978;Medicine;The Nobel Prize in Physiology or Medicine 1978;01.03.2026;414;Individual;Werner Arber;03.06.1929;Gr?nichen;Switzerland;Male;Biozentrum der Universit?t;Basel;Switzerland;;;;ЛОЖЬ;1970;ЛОЖЬ;49.0;Adult
487;1978;Medicine;The Nobel Prize in Physiology or Medicine 1978;01.03.2026;415;Individual;Daniel Nathans;30.10.1928;Wilmington, DE;United States of America;Male;Johns Hopkins University School of Medicine;Baltimore, MD;United States of America;16.11.1999;Baltimore, MD;United States of America;ИСТИНА;1970;ЛОЖЬ;50.0;Adult
488;1978;Medicine;The Nobel Prize in Physiology or Medicine 1978;01.03.2026;416;Individual;Hamilton O. Smith;23.08.1931;New York, NY;United States of America;Male;Johns Hopkins University School of Medicine;Baltimore, MD;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;47.0;Adult
489;1978;Peace;The Nobel Peace Prize 1978;01.02.2026;538;Individual;Mohamed Anwar al-Sadat;25.12.1918;Mit Abu al-Kawm;Egypt;Male;;;;06.10.1981;Cairo;Egypt;ЛОЖЬ;1970;ЛОЖЬ;60.0;Adult
490;1978;Peace;The Nobel Peace Prize 1978;01.02.2026;539;Individual;Menachem Begin;16.08.1913;Brest Litovsk;Russian Empire (Belarus);Male;;;;09.03.1992;Tel Aviv;Israel;ЛОЖЬ;1970;ЛОЖЬ;65.0;Senior
491;1978;Physics;The Nobel Prize in Physics 1978;01.02.2026;110;Individual;Pyotr Leonidovich Kapitsa;1894-07-09;Kronshtadt;Russian Empire (Russia);Male;Academy of Sciences;Moscow;Union of Soviet Socialist Republics;08.04.1984;Moscow;Union of Soviet Socialist Republics (Russia);ЛОЖЬ;1970;ЛОЖЬ;84.0;Senior
492;1978;Physics;The Nobel Prize in Physics 1978;01.04.2026;111;Individual;Arno Allan Penzias;26.04.1933;Munich;Germany;Male;Bell Laboratories;Holmdel, NJ;United States of America;;;;ЛОЖЬ;1970;ЛОЖЬ;45.0;Adult
493;1978;Physics;The Nobel Prize in Physics 1978;01.04.2026;112;Individual;Robert Woodrow Wilson;10.01.1936;Houston, TX;United States of America;Male;Bell Laboratories;Holmdel, NJ;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;42.0;Adult
494;1979;Chemistry;The Nobel Prize in Chemistry 1979;01.02.2026;252;Individual;Herbert C. Brown;22.05.1912;London;United Kingdom;Male;Purdue University;West Lafayette, IN;United States of America;19.12.2004;Lafayette, IN;United States of America;ЛОЖЬ;1970;ЛОЖЬ;67.0;Senior
495;1979;Chemistry;The Nobel Prize in Chemistry 1979;01.02.2026;253;Individual;Georg Wittig;1897-06-16;Berlin;Germany;Male;University of Heidelberg;Heidelberg;Federal Republic of Germany;26.08.1987;Heidelberg;West Germany (Germany);ЛОЖЬ;1970;ЛОЖЬ;82.0;Senior
496;1979;Economics;The Sveriges Riksbank Prize in Economic Sciences 1979;01.02.2026;692;Individual;Theodore W. Schultz;30.04.1902;Arlington, SD;United States of America;Male;University of Chicago;Chicago, IL;United States of America;26.02.1998;Evanston, IL;United States of America;ИСТИНА;1970;ЛОЖЬ;77.0;Senior
497;1979;Economics;The Sveriges Riksbank Prize in Economic Sciences 1979;01.02.2026;693;Individual;Sir Arthur Lewis;23.01.1915;Castries;British West Indies (Saint Lucia);Male;Princeton University;Princeton, NJ;United States of America;15.06.1991;Bridgetown;Barbados;ЛОЖЬ;1970;ЛОЖЬ;64.0;Adult
498;1979;Literature;The Nobel Prize in Literature 1979;01.01.2026;655;Individual;Odysseus Elytis;02.11.1911;Ir?klion;Crete (Greece);Male;;;;18.03.1996;Athens;Greece;ЛОЖЬ;1970;ЛОЖЬ;68.0;Senior
499;1979;Medicine;The Nobel Prize in Physiology or Medicine 1979;01.02.2026;417;Individual;Allan M. Cormack;23.02.1924;Johannesburg;South Africa;Male;Tufts University;Medford, MA;United States of America;07.05.1998;Winchester, MA;United States of America;ЛОЖЬ;1970;ЛОЖЬ;55.0;Adult
500;1979;Medicine;The Nobel Prize in Physiology or Medicine 1979;01.02.2026;418;Individual;Godfrey N. Hounsfield;28.08.1919;Newark;United Kingdom;Male;Central Research Laboratories, EMI;London;United Kingdom;12.08.2004;Kingston upon Thames;United Kingdom;ЛОЖЬ;1970;ЛОЖЬ;60.0;Adult
501;1979;Peace;The Nobel Peace Prize 1979;01.01.2026;540;Organization;Mother Teresa;26.08.1910;Uskup (Skopje);Ottoman Empire (Republic of Macedonia);Female;;;;05.09.1997;Calcutta;India;ЛОЖЬ;1970;ИСТИНА;69.0;Senior
502;1979;Physics;The Nobel Prize in Physics 1979;01.03.2026;113;Individual;Sheldon Lee Glashow;05.12.1932;New York, NY;United States of America;Male;Harvard University, Lyman Laboratory;Cambridge, MA;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;47.0;Adult
503;1979;Physics;The Nobel Prize in Physics 1979;01.03.2026;114;Individual;Abdus Salam;29.01.1926;"Jhang Maghi&#257;na";India (Pakistan);Male;International Centre for Theoretical Physics;Trieste;Italy;21.11.1996;Oxford;United Kingdom;ЛОЖЬ;1970;ЛОЖЬ;53.0;Adult
504;1979;Physics;The Nobel Prize in Physics 1979;01.03.2026;115;Individual;Steven Weinberg;03.05.1933;New York, NY;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;ИСТИНА;1970;ЛОЖЬ;46.0;Adult
505;1980;Chemistry;The Nobel Prize in Chemistry 1980;01.04.2026;222;Individual;Frederick Sanger;13.08.1918;Rendcombe;United Kingdom;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;19.11.2013;Cambridge;United Kingdom;ЛОЖЬ;1980;ЛОЖЬ;62.0;Adult
506;1980;Chemistry;The Nobel Prize in Chemistry 1980;01.02.2026;254;Individual;Paul Berg;30.06.1926;New York, NY;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;ИСТИНА;1980;ЛОЖЬ;54.0;Adult
507;1980;Chemistry;The Nobel Prize in Chemistry 1980;01.04.2026;255;Individual;Walter Gilbert;21.03.1932;Boston, MA;United States of America;Male;Harvard University, Biological Laboratories;Cambridge, MA;United States of America;;;;ИСТИНА;1980;ЛОЖЬ;48.0;Adult
508;1980;Economics;The Sveriges Riksbank Prize in Economic Sciences 1980;01.01.2026;694;Individual;Lawrence R. Klein;14.09.1920;Omaha, NE;United States of America;Male;University of Pennsylvania;Philadelphia, PA;United States of America;20.10.2013;Gladwyne, PA;United States of America;ИСТИНА;1980;ЛОЖЬ;60.0;Adult
509;1980;Literature;The Nobel Prize in Literature 1980;01.01.2026;657;Individual;Czeslaw Milosz;30.06.1911;"&#346;eteniai";Russian Empire (Lithuania);Male;;;;14.08.2004;Krak?w;Poland;ЛОЖЬ;1980;ЛОЖЬ;69.0;Senior
510;1980;Medicine;The Nobel Prize in Physiology or Medicine 1980;01.03.2026;419;Individual;Baruj Benacerraf;29.10.1920;Caracas;Venezuela;Male;Harvard Medical School;Boston, MA;United States of America;02.08.2011;Boston, MA;United States of America;ЛОЖЬ;1980;ЛОЖЬ;60.0;Adult
511;1980;Medicine;The Nobel Prize in Physiology or Medicine 1980;01.03.2026;420;Individual;Jean Dausset;19.10.1916;Toulouse;France;Male;Universit? de Paris, Laboratoire Immuno-H?matologie;Paris;France;06.06.2009;Palma, Majorca;Spain;ЛОЖЬ;1980;ЛОЖЬ;64.0;Adult
512;1980;Medicine;The Nobel Prize in Physiology or Medicine 1980;01.03.2026;421;Individual;George D. Snell;19.12.1903;Bradford, MA;United States of America;Male;Jackson Laboratory;Bar Harbor, ME;United States of America;06.06.1996;Bar Harbor, ME;United States of America;ИСТИНА;1980;ЛОЖЬ;77.0;Senior
513;1980;Peace;The Nobel Peace Prize 1980;01.01.2026;541;Individual;Adolfo P?rez Esquivel;26.11.1931;Buenos Aires;Argentina;Male;;;;;;;ЛОЖЬ;1980;ЛОЖЬ;49.0;Adult
514;1980;Physics;The Nobel Prize in Physics 1980;01.02.2026;116;Individual;James Watson Cronin;29.09.1931;Chicago, IL;United States of America;Male;University of Chicago;Chicago, IL;United States of America;25.08.2016;St. Paul, MN;United States of America;ИСТИНА;1980;ЛОЖЬ;49.0;Adult
515;1980;Physics;The Nobel Prize in Physics 1980;01.02.2026;117;Individual;Val Logsdon Fitch;10.03.1923;Merriman, NE;United States of America;Male;Princeton University;Princeton, NJ;United States of America;05.02.2015;Princeton, NJ;United States of America;ИСТИНА;1980;ЛОЖЬ;57.0;Adult
516;1981;Chemistry;The Nobel Prize in Chemistry 1981;01.02.2026;257;Individual;Kenichi Fukui;04.10.1918;Nara;Japan;Male;Kyoto University;Kyoto;Japan;09.01.1998;Kyoto;Japan;ЛОЖЬ;1980;ЛОЖЬ;63.0;Adult
517;1981;Chemistry;The Nobel Prize in Chemistry 1981;01.02.2026;258;Individual;Roald Hoffmann;18.07.1937;Zloczov;Poland (Ukraine);Male;Cornell University;Ithaca, NY;United States of America;;;;ЛОЖЬ;1980;ЛОЖЬ;44.0;Adult
518;1981;Economics;The Sveriges Riksbank Prize in Economic Sciences 1981;01.01.2026;695;Individual;James Tobin;05.03.1918;Champaign, IL;United States of America;Male;Yale University;New Haven, CT;United States of America;11.03.2002;New Haven, CT;United States of America;ИСТИНА;1980;ЛОЖЬ;63.0;Adult
519;1981;Literature;The Nobel Prize in Literature 1981;01.01.2026;658;Individual;Elias Canetti;25.07.1905;Ruse;Bulgaria;Male;;;;14.08.1994;Zurich;Switzerland;ЛОЖЬ;1980;ЛОЖЬ;76.0;Senior
520;1981;Medicine;The Nobel Prize in Physiology or Medicine 1981;01.02.2026;422;Individual;Roger W. Sperry;20.08.1913;Hartford, CT;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;17.04.1994;Pasadena, CA;United States of America;ИСТИНА;1980;ЛОЖЬ;68.0;Senior
521;1981;Medicine;The Nobel Prize in Physiology or Medicine 1981;01.04.2026;423;Individual;David H. Hubel;27.02.1926;Windsor, ON;Canada;Male;Harvard Medical School;Boston, MA;United States of America;22.09.2013;Lincoln, MA;United States of America;ЛОЖЬ;1980;ЛОЖЬ;55.0;Adult
522;1981;Medicine;The Nobel Prize in Physiology or Medicine 1981;01.04.2026;424;Individual;Torsten N. Wiesel;03.06.1924;Uppsala;Sweden;Male;Harvard Medical School;Boston, MA;United States of America;;;;ЛОЖЬ;1980;ЛОЖЬ;57.0;Adult
523;1981;Peace;The Nobel Peace Prize 1981;01.01.2026;515;Organization;Office of the United Nations High Commissioner for Refugees (UNHCR);;;;;;;;;;;ЛОЖЬ;1980;ЛОЖЬ;;Senior
524;1981;Physics;The Nobel Prize in Physics 1981;01.04.2026;118;Individual;Nicolaas Bloembergen;11.03.1920;Dordrecht;Netherlands;Male;Harvard University;Cambridge, MA;United States of America;;;;ЛОЖЬ;1980;ЛОЖЬ;61.0;Adult
525;1981;Physics;The Nobel Prize in Physics 1981;01.04.2026;119;Individual;Arthur Leonard Schawlow;05.05.1921;Mount Verno, NY;United States of America;Male;Stanford University;Stanford, CA;United States of America;28.04.1999;Palo Alto, CA;United States of America;ИСТИНА;1980;ЛОЖЬ;60.0;Adult
526;1981;Physics;The Nobel Prize in Physics 1981;01.02.2026;120;Individual;Kai M. Siegbahn;20.04.1918;Lund;Sweden;Male;Uppsala University;Uppsala;Sweden;20.07.2007;?ngelholm;Sweden;ЛОЖЬ;1980;ЛОЖЬ;63.0;Adult
527;1982;Chemistry;The Nobel Prize in Chemistry 1982;01.01.2026;259;Individual;Aaron Klug;11.08.1926;Zelvas;Lithuania;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;;;;ЛОЖЬ;1980;ЛОЖЬ;56.0;Adult
528;1982;Economics;The Sveriges Riksbank Prize in Economic Sciences 1982;01.01.2026;696;Individual;George J. Stigler;17.01.1911;Renton, WA;United States of America;Male;University of Chicago;Chicago, IL;United States of America;01.12.1991;Chicago, IL;United States of America;ИСТИНА;1980;ЛОЖЬ;71.0;Senior
529;1982;Literature;The Nobel Prize in Literature 1982;01.01.2026;659;Individual;Gabriel Garc?a M?rquez;06.03.1927;Aracataca;Colombia;Male;;;;17.04.2014;Mexico City;Mexico;ЛОЖЬ;1980;ЛОЖЬ;55.0;Adult
530;1982;Medicine;The Nobel Prize in Physiology or Medicine 1982;01.03.2026;425;Individual;Sune K. Bergstr?m;10.01.1916;Stockholm;Sweden;Male;Karolinska Institutet;Stockholm;Sweden;15.08.2004;Stockholm;Sweden;ЛОЖЬ;1980;ЛОЖЬ;66.0;Senior
531;1982;Medicine;The Nobel Prize in Physiology or Medicine 1982;01.03.2026;426;Individual;Bengt I. Samuelsson;21.05.1934;Halmstad;Sweden;Male;Karolinska Institutet;Stockholm;Sweden;;;;ЛОЖЬ;1980;ЛОЖЬ;48.0;Adult
532;1982;Medicine;The Nobel Prize in Physiology or Medicine 1982;01.03.2026;427;Individual;John R. Vane;29.03.1927;Tardebigg;United Kingdom;Male;The Wellcome Research Laboratories;Beckenham;United Kingdom;19.11.2004;Farnborough;United Kingdom;ЛОЖЬ;1980;ЛОЖЬ;55.0;Adult
533;1982;Peace;The Nobel Peace Prize 1982;01.02.2026;543;Individual;Alva Myrdal;31.01.1902;Uppsala;Sweden;Female;;;;01.02.1986;Stockholm;Sweden;ЛОЖЬ;1980;ИСТИНА;80.0;Senior
534;1982;Peace;The Nobel Peace Prize 1982;01.02.2026;544;Individual;Alfonso Garc?a Robles;20.03.1911;Zamora;Mexico;Male;;;;02.09.1991;Mexico City;Mexico;ЛОЖЬ;1980;ЛОЖЬ;71.0;Senior
535;1982;Physics;The Nobel Prize in Physics 1982;01.01.2026;121;Individual;Kenneth G. Wilson;08.06.1936;Waltham, MA;United States of America;Male;Cornell University;Ithaca, NY;United States of America;15.06.2013;Saco, ME;United States of America;ИСТИНА;1980;ЛОЖЬ;46.0;Adult
536;1983;Chemistry;The Nobel Prize in Chemistry 1983;01.01.2026;260;Individual;Henry Taube;30.11.1915;Neudorf;Canada;Male;Stanford University;Stanford, CA;United States of America;16.11.2005;Stanford, CA;United States of America;ЛОЖЬ;1980;ЛОЖЬ;68.0;Senior
537;1983;Economics;The Sveriges Riksbank Prize in Economic Sciences 1983;01.01.2026;697;Individual;Gerard Debreu;04.07.1921;Calais;France;Male;University of California;Berkeley, CA;United States of America;31.12.2004;Paris;France;ЛОЖЬ;1980;ЛОЖЬ;62.0;Adult
538;1983;Literature;The Nobel Prize in Literature 1983;01.01.2026;660;Individual;William Golding;19.09.1911;St. Columb Minor;United Kingdom;Male;;;;19.06.1993;Perranarworthal;United Kingdom;ЛОЖЬ;1980;ЛОЖЬ;72.0;Senior
539;1983;Medicine;The Nobel Prize in Physiology or Medicine 1983;01.01.2026;428;Individual;Barbara McClintock;16.06.1902;Hartford, CT;United States of America;Female;Cold Spring Harbor Laboratory;Cold Spring Harbor, NY;United States of America;02.09.1992;Huntington, NY;United States of America;ИСТИНА;1980;ИСТИНА;81.0;Senior
540;1983;Peace;The Nobel Peace Prize 1983;01.01.2026;545;Individual;Lech Walesa;29.09.1943;Popowo;Poland;Male;;;;;;;ЛОЖЬ;1980;ЛОЖЬ;40.0;Adult
541;1983;Physics;The Nobel Prize in Physics 1983;01.02.2026;122;Individual;Subramanyan Chandrasekhar;19.10.1910;Lahore;India (Pakistan);Male;University of Chicago;Chicago, IL;United States of America;21.08.1995;Chicago, IL;United States of America;ЛОЖЬ;1980;ЛОЖЬ;73.0;Senior
542;1983;Physics;The Nobel Prize in Physics 1983;01.02.2026;123;Individual;William Alfred Fowler;09.08.1911;Pittsburgh, PA;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;14.03.1995;Pasadena, CA;United States of America;ИСТИНА;1980;ЛОЖЬ;72.0;Senior
543;1984;Chemistry;The Nobel Prize in Chemistry 1984;01.01.2026;261;Individual;Robert Bruce Merrifield;15.07.1921;Fort Worth, TX;United States of America;Male;Rockefeller University;New York, NY;United States of America;14.05.2006;Cresskill, NJ;United States of America;ИСТИНА;1980;ЛОЖЬ;63.0;Adult
544;1984;Economics;The Sveriges Riksbank Prize in Economic Sciences 1984;01.01.2026;698;Individual;Richard Stone;30.08.1913;London;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;06.12.1991;Cambridge;United Kingdom;ЛОЖЬ;1980;ЛОЖЬ;71.0;Senior
545;1984;Literature;The Nobel Prize in Literature 1984;01.01.2026;661;Individual;Jaroslav Seifert;23.09.1901;Prague;Austria-Hungary (Czech Republic);Male;;;;10.01.1986;Prague;Czechoslovakia;ЛОЖЬ;1980;ЛОЖЬ;83.0;Senior
546;1984;Medicine;The Nobel Prize in Physiology or Medicine 1984;01.03.2026;429;Individual;Niels K. Jerne;23.12.1911;London;United Kingdom;Male;Basel Institute for Immunology;Basel;Switzerland;07.10.1994;Castillon-du-Gard;France;ЛОЖЬ;1980;ЛОЖЬ;73.0;Senior
547;1984;Medicine;The Nobel Prize in Physiology or Medicine 1984;01.03.2026;430;Individual;Georges J.F. K?hler;17.04.1946;Munich;Germany;Male;Basel Institute for Immunology;Basel;Switzerland;01.03.1995;Freiburg im Breisgau;Germany;ЛОЖЬ;1980;ЛОЖЬ;38.0;Adult
548;1984;Medicine;The Nobel Prize in Physiology or Medicine 1984;01.03.2026;431;Individual;C?sar Milstein;08.10.1927;Bahia Blanca;Argentina;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;24.03.2002;Cambridge;United Kingdom;ЛОЖЬ;1980;ЛОЖЬ;57.0;Adult
549;1984;Peace;The Nobel Peace Prize 1984;01.01.2026;546;Individual;Desmond Mpilo Tutu;07.10.1931;Klerksdorp;South Africa;Male;;;;;;;ЛОЖЬ;1980;ЛОЖЬ;53.0;Adult
550;1984;Physics;The Nobel Prize in Physics 1984;01.02.2026;124;Individual;Carlo Rubbia;31.03.1934;Gorizia;Italy;Male;CERN;Geneva;Switzerland;;Geneva;Switzerland;ЛОЖЬ;1980;ЛОЖЬ;50.0;Adult
551;1984;Physics;The Nobel Prize in Physics 1984;01.02.2026;125;Individual;Simon van der Meer;24.11.1925;the Hague;Netherlands;Male;CERN;Geneva;Switzerland;04.03.2011;Geneva;Switzerland;ЛОЖЬ;1980;ЛОЖЬ;59.0;Adult
552;1985;Chemistry;The Nobel Prize in Chemistry 1985;01.02.2026;262;Individual;Herbert A. Hauptman;14.02.1917;New York, NY;United States of America;Male;The Medical Foundation of Buffalo;Buffalo, NY;United States of America;23.10.2011;Buffalo, NY;United States of America;ИСТИНА;1980;ЛОЖЬ;68.0;Senior
553;1985;Chemistry;The Nobel Prize in Chemistry 1985;01.02.2026;263;Individual;Jerome Karle;18.06.1918;New York, NY;United States of America;Male;US Naval Research Laboratory;Washington, DC;United States of America;06.06.2013;;;ИСТИНА;1980;ЛОЖЬ;67.0;Senior
554;1985;Economics;The Sveriges Riksbank Prize in Economic Sciences 1985;01.01.2026;699;Individual;Franco Modigliani;18.06.1918;Rome;Italy;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;25.09.2003;Cambridge, MA;United States of America;ЛОЖЬ;1980;ЛОЖЬ;67.0;Senior
555;1985;Literature;The Nobel Prize in Literature 1985;01.01.2026;662;Individual;Claude Simon;10.10.1913;Tananarive (Antananarivo);Madagascar;Male;;;;06.07.2005;Paris;France;ЛОЖЬ;1980;ЛОЖЬ;72.0;Senior
556;1985;Medicine;The Nobel Prize in Physiology or Medicine 1985;01.02.2026;432;Individual;Michael S. Brown;13.04.1941;New York, NY;United States of America;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;ИСТИНА;1980;ЛОЖЬ;44.0;Adult
557;1985;Medicine;The Nobel Prize in Physiology or Medicine 1985;01.02.2026;433;Individual;Joseph L. Goldstein;18.04.1940;Sumter, SC;United States of America;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;ИСТИНА;1980;ЛОЖЬ;45.0;Adult
558;1985;Peace;The Nobel Peace Prize 1985;01.01.2026;547;Organization;International Physicians for the Prevention of Nuclear War;;;;;;;;;;;ЛОЖЬ;1980;ЛОЖЬ;;Senior
559;1985;Physics;The Nobel Prize in Physics 1985;01.01.2026;126;Individual;Klaus von Klitzing;28.06.1943;Schroda;German-occupied Poland (Poland);Male;Max-Planck-Institut f?r Festk?rperforschung;Stuttgart;Federal Republic of Germany;;;;ЛОЖЬ;1980;ЛОЖЬ;42.0;Adult
560;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;264;Individual;Dudley R. Herschbach;18.06.1932;San Jos?, CA;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;ИСТИНА;1980;ЛОЖЬ;54.0;Adult
561;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;265;Individual;Yuan T. Lee;19.11.1936;Hsinchu;Taiwan;Male;University of California;Berkeley, CA;United States of America;;;;ЛОЖЬ;1980;ЛОЖЬ;50.0;Adult
562;1986;Chemistry;The Nobel Prize in Chemistry 1986;01.03.2026;266;Individual;John C. Polanyi;23.01.1929;Berlin;Germany;Male;University of Toronto;Toronto;Canada;;;;ЛОЖЬ;1980;ЛОЖЬ;57.0;Adult
